tweet,sentiment ,sentiment_score
"Mourinho: ""I think the fans deserve to win, I think they behaved amazingly well for the team. I don’t even like peo… ",positive,0.7000000000000001
"On the other hand, old Trafford has to be deadest ground I’ve ever been too, fake fans #mufc #OldTrafford",neutral,-0.17500000000000002
I think Mourinho wants out. Phil was right. He don’t seem all at it. Things he’s saying. He’s still not happy. I th… ,neutral,0.028571428571428564
"🔴⚪️ @ManUtd boss Jose Mourinho insists ""nothing will stop"" the 'man-hunt' against him after thrilling comeback agai… ",positive,0.25
The master did same against city... At a crucial time last season.. Jose isn't new to this... Let this players focu… ,neutral,0.03409090909090909
"🗣”Fight for the club, not the manager.”

- Jose Mourinho.. #mufc ",neutral,0.0
"Hirving Lozano yet again showing what a special talent he is, sign him up #mufc #psv",positive,0.35714285714285715
@LiamPaulCanning #mufc should play like they are behind 2-0 all the time not like they are 2-0 up all the time,negative,-0.4
"Put your shirts back on you embarrassing fat, Geordie fucks.😂😂😂😂😂😂 #MUFC",neutral,0.0
@brfootball Then we’d talk about trophies won by managers @ManUtd. And then demand RESPECT! #MUFC,neutral,0.0
The #MUFC fans who keep on saying it runs deeper than the manager no it doesn't,neutral,0.0
@juanmata8 is so tidy on the ball. We’ve often lacked that in the final third. Great FK as well #mufc,positive,0.35
Shame now that all momentum from that win will be gone because of another bloody international break. Loved Jose's… ,neutral,0.175
"Football bloody hell! 🔥
#MUNNEW #MUFC #Mourinho #MourinhoIn",negative,-1.0
#GTFC playing like Juve. #MUFC epic victory. Anniversary of Sir Bobby's first game and THAT goal by Becks. #Aquaman… ,neutral,-0.01666666666666668
"Great comeback, #MUFC! Brilliant second half. Passion, commitment, urgency, pride. Push on now. Let's see all of th… ",positive,0.4333333333333333
I love my club 😭😭😭❤️#GGMU #MUFC,positive,0.5
"I fucking love this club because of nights like this , back against the wall and you come out swinging 💓 @ManUtd #MUFC #nevergiveup",positive,0.25
The match winner #MUFC ,neutral,0.0
Worse possible game for #mufc after the break at Stamford Bridge where they’ve won just two #PL games there in 16 y… ,negative,-0.26666666666666666
What a comeback win!!! #ManchesterUnited #MUFCvNUFC #MUFC,positive,1.0
"Sad Geordie bastard and a SHITE football teeeeaaamm

#MUFC #LUHG",negative,-0.5
"This might be the spark that's needed to start the fire. Hopefully, this is the turn around. There will be bad resu… ",negative,-0.6999999999999998
"Massive result!, for me today it was sack him or give him 2 years no matter what hes staying 100% that will soon pu… ",neutral,0.0
@UnitedStandMUFC Isn't that what even Fergie would do if we are 2-0 down? All out attack is what it meant and 3 goa… ,neutral,-0.15555555555555559
It's very hard to climb down from this energy... 😤 #mufc,negative,-0.26736111111111116
"NEW VIDEO 🎥🔥

SANCHEZ SAVES BRAVE MOURINHO | INSTANT MATCH REACTION

➡️ 

#MUNNEW #mufc #nufc ",positive,0.31212121212121213
Will José Mourinho still gonna play Mctominay as CB ? 🤷 #mufc,neutral,0.0
I’m surprised United fans are making noise about a game we should be winning hands down. It’s Newcastle for gods sa… ,neutral,0.011111111111111092
"We needed a 90th minute winner to beat Newcastle, 19th in the league with just 2 points and most people are getting… ",positive,0.5
The fans today backed Jose and the players from start to finish. Brilliant from the fans and a great comeback. We fight on #UTFR #MUFC,positive,0.8500000000000001
#Mourinho is right to think that he is being blamed for #Brexit  talks going wrong. The characterisation of contine… ,neutral,-0.10714285714285715
Hopefully that is the spark we need to get the season back on track!! Come on you reds!! @ManUtd #MUFC #MUNNEW #comeonyoureds,neutral,0.0
Thank God I don't tweet at half time 😬😅 #UTFR #mufc,neutral,-0.16666666666666666
Let’s go!!! Now let’s carry on with passion!!!!!! #mufc ,neutral,0.0
Y’all thought United were gonna give up didn’t y’all #MUFC 🔴⚫️🔴⚫️👹 ,neutral,0.0
Never give up #MUFC ,neutral,0.0
It's not happened for him since he's joined but one thing you can never fault in Sanchez is his attitude. Delighted… ,neutral,0.0
That come back pissed me off as much as it made me happy because how we played to come back is how we should play f… ,positive,0.25
How about that Hahahah !!! #MUFC ,neutral,0.0
"Fellaini: “The first half was a difficult moment for us, but we were more aggressive in the second half and we play… ",neutral,-0.013888888888888881
"To Match of the Day or not to Match of the Day...... that is the question...
Regards, confused #MUFC fan. ",negative,-0.4
Our take on a dramatic comeback win is a must-read! #MUFC,positive,0.2833333333333333
"Lukaku on the come back, team spirit and Alexis Sanchez #mufc 
",neutral,0.0
What a win!!! Come on Lads #MUFC,positive,1.0
"The same with Jose Mourinho, his style of play is NOT the Manchester United way but I believe if we backed him we’d… ",neutral,0.0
Definite Motm performance. Proving again why he is leaps and bounds ahead of other players that we have. One… ,neutral,-0.0625
True underdog stories today with #MUFC and Alaves both beating teams far better than them #MUNNEW #AlavesRealMadrid,positive,0.31666666666666665
So glad to see Martial looking like he cares. Seriously hope that Martial Pogba Sanchez and Lukaku can kick on afte… ,neutral,0.04166666666666667
Top class support to players and manager even after going 2-0 down! Our fans at OT amongst the best! #MUFC #MUNNEW ,positive,0.4351851851851852
"Good to see fight, determination, passion and most of all attacking play. Whatever happens we need this mentality are… ",positive,0.6
"#2PL: 🔴 #MUFC 3-2 #NUFC ⚪️⚫️

One of the most incredible matches I have been to. The build-up, the comeback, the at… ",positive,0.7
"At this rate, likely Madrid and Bayern will wield the AXE before United.
#MUFC",neutral,0.0
@jonathansimons Today seemed an amazing match. Can you imagine the atmosphere..? #mufc are my childhood team and th… ,positive,0.6000000000000001
"You're just too good to be true.
  Can't take my eyes off you. 
 You'd be like Heaven to touch
  I wanna hold you s… ",positive,0.5249999999999999
Old Trafford alive again🙌🏼 #mufc ,neutral,0.1
"We will always be behind the players and manager, we will stick with them win, lose or draw #mufc ",neutral,0.2
"Jose was emotional tonight, it shows he cares 

My heads spinjing what this club needs 

#MUFC",neutral,0.0
"@rioferdy5 You get in the hot seat @rioferdy5 or Scholesy, you think you know better than José with this ownership… ",positive,0.375
@LiamPaulCanning Ehhhhhh lads....... @D_DeGea saved our arses in the first half.. NUFC should have been 4 or 5 nil… ,neutral,0.04166666666666667
What I’m struggling with is WTF has happened to Eric Bailly? Last year he looked like the best CB in the league. Th… ,neutral,0.16666666666666666
Made up!..can watch Match of the Day first time in about 2 months!! #MUFC #MOTD,positive,0.390625
That rival fans are now trending #MourinhoIN tells you all you need to know about what the football world thinks of… ,neutral,0.0
"""He’s got no chance – he’s a midget,"" Sir Alex Ferguson on Paul Scholes when he started out. You turned out alright… ",neutral,0.0
"So I’m guessing your going all out to get Real’s Boss sacked or is it only Jose you want out ?? @DiscoMirror 

#mufc ",neutral,0.1
"Dave has THAT face.
‘Our Benidorm hell! Hotel was full of Spanish holidaymakers’
#MUFC ",neutral,0.175
That's more like it (second half) #mufc,neutral,0.11111111111111112
Word! @rioferdy5 #MUFC ,neutral,0.0
So why do dogs always feel that urge of biting? Learn from the experts here  #dogs #pets… ,neutral,0.0
"THIS MAN ❤ ALL THAT MATAS 🔴

@juanmata8 @ManUtd 

#mufc #MUNNEW ",neutral,0.0
"If @ManUtd play the rest of the season like we did in this second half we will be just fine .. there was heart, pas… ",neutral,0.08333333333333333
Why is everyone carried away by this win against a winless team in the league. Let's see how the matches against Ch… ,positive,0.8
"I got mad at #MUFC and stopped watching after 9mins. 
Biggest mistake and I’m very sorry.",negative,-0.6375
"Dear #Mourinho
if the board decide to keep you after this comeback, i hope you learned the lesson well, don't play… ",neutral,0.0
"#LoveUnitedHateTheGlazers

 Retweet to get this to get this trending &amp; show the board who we actually support. #MUFC #GGMU",neutral,0.0
@paulpogba what a player #Mufc,neutral,0.0
"Mood.

#MUFC ",neutral,0.0
#mufc do the honourable thing let #Mourinho leave on high an get rid. Cheers,neutral,0.16
Still buzzing... big job from The team today..#MUFC #ManUtd #passion #team,neutral,0.0
If some of those players were trying to get the guy sacked then who can blame them? It’s not like a normal job wher… ,neutral,0.15
"Nothing beats limbs everywhere, people ending up rows down and on the floor. NOTHING. UP THE FUCKING REDS!!! 🔴🔴🔴 #MUFC #MUNNEW",negative,-0.5777777777777778
"One Man United fan goes viral after he left the Newcastle game very early

#MUFC #ManUnited",neutral,-0.09000000000000001
"@paulpogba  and @juanmata8 😍😍 daddies
#MUFC
#MUNNEW",neutral,0.0
Rio Ferdinand comments on Jose Mourinho continued after the post game analysis in BT Sport. He is spot on in his co… ,negative,-0.4
"Great to see the celebration police out in force 🚔🚔🚔
#MUFC #MUNNEW",positive,0.8
Genuinely think that today’s half time may have saved mourinho’s job there. Actually showed passion for the whole second half. #mufc,neutral,0.04444444444444445
Yesterday it was about sacking him. Today it’s let’s stick with Jose day #ficklefans #MUFC,neutral,0.0
"'Pinch me Rom, I think I've just fucking scored!' #MUFC #MUNNEW ",negative,-0.75
Football bloody hell⚽️⚽️⚽️💖...come on #MUFC,negative,-0.8
"If @paulpogba and Matic become discipline and work hard every game we could still finish in top 4 , I don't think t… ",neutral,-0.06388888888888888
Scholes on Mourinho: “He’s showed us that he can take the pressure but I don’t really like what what he said about… ,neutral,0.2
Thank you boys for another wonderful game. Brings back memories 😍 #MUFC,neutral,0.19999999999999998
"Jose must have said something special in the dressing room for that comeback. 

#mufc #manutd #jose",positive,0.35714285714285715
Jose told the players to give their 100% and it was an impressive comeback. I’m guessing their 100% is not his clas… ,positive,1.0
"@ManUtd When the team loses, players are at fault not the manager. When the team cruises to victory, manager gets a… ",negative,-0.3
"Still available for just £1 each #mufc fans

REDUCED TO CLEAR



#MUFC_Family #mufcfamily… ",positive,0.25
THIS IS MANCHESTER UNITED. Keep it like that guys!!! #ggmu #mufc,neutral,0.0
That old Trafford crowd was superb today....and Jose is really a blessed human being #MUFC,positive,0.325
"In between #desires and debacles, hope is the only path which aligns rightly with the #goals of life.… ",neutral,0.14285714285714285
"If you were a true Red Devil as in a true fan to the blood,  somewhere somehow during the match, you will still thi… ",positive,0.2333333333333333
@shimboi unreal lad! fucken quality!!  stretford end was fucken bouncing lad!! #united #MUFC,neutral,0.0
"⏰ A 30sec Read ⏰

📣 Here's What Jose Said To His Team in the Half Time

The Insider👉

#MUFC… ",neutral,-0.16666666666666666
"How good was Martial today?!

Fucking amazing

#mufc #joseout",positive,0.43333333333333335
All you man that were tryna come for MY GUYS #Martial &amp; #Pogba my mentions are open 🤣🤷🏾‍♂️ #levels #mufc,neutral,0.0
"Jose Mourinho believes there is ""too much wickedness"" in football.

 #MUFC #MUNNEW ",neutral,0.2
Our take on a dramatic comeback win is a must-read! #MUFC,positive,0.2833333333333333
"We need structure and a playing philosophy. Our rivals are playing much better, we must look to be more entertainin… ",positive,0.5
@OptaJoe Scholesy almost always ran rampant against #NUFC @StJames . I remember a particulat 6-2 drubbing. #MUFC,neutral,0.0
got to love @rioferdy5 love for #MUFC #United #MANNEW ,positive,0.5
"@MiguelDelaney Spoke a little too quickly there, I see. Twit. #MUFC",neutral,0.07291666666666666
@pgaskell13 I bet we are on first 👿⚽😃 #mufc,positive,0.25
all i’m going to say is i love manchester united with a passion. big three points lads❤️ #MUFC @ManUtd,positive,0.25
"Check it out! I will set up #localSEO to boost your #business to the google... for $20 on #Fiverr #business
contact… ",neutral,0.0
"This is what @RobbieSavage8 said when #MUFC were 2-0 down to #NUFC at Old Trafford 🔮

⚽️ 70' Mata
⚽️ 76' Martial… ",neutral,-0.02777777777777779
No matter what people say about Pogba he is world class #mufc,neutral,0.0
"Alexis Sanchez = Mark Robins...
In Jose We Trust. #MUFCvNUFC #MUFC #goonmyson",neutral,0.0
"Dear bitches, We're back on track. #MUFC",neutral,0.0
@sisasow The greatest #MUFC,positive,1.0
What can't we play like how we played in the 2nd half every fucking week #MUFC,negative,-0.25555555555555554
"That was hard work but wow what a win!!! Need a lie down after that one, phew!!! Get in @ManUtd #mufc #MUNNEW… ",neutral,0.12612847222222223
Our take on a dramatic comeback win is a must-read! #MUFC,positive,0.2833333333333333
VIDEO - Manchester United 3-2 Newcastle - Rafa Benitez  Full Post Match Press Conference - Premier League… ,positive,0.35
"comeback is real brother
#MUFC 3-2 #NUFC 
#ggmu #unitedday #MUNNEW",neutral,0.2
"Mourinho:

""They gave me contract until July 2020. I have a contract to 2020, I didn't point a pistol at them. They… ",neutral,0.0
The look on Fergies face today makes the heart sing!!!  #MUFC ,neutral,0.0
@NothingButFaxx I agree.... been feeling so blah about Unuted lately..! But after those goals went in you realise tha… ,negative,-0.375
No no no Stan.. this is comical gold and must be allowed to go on for a full season. They deserve to have some shit… ,positive,0.425
REACTION: Rafael Benitez - 'We couldn't handle Manchester United's grandstand finish'.... #NUFC #MUFC ,neutral,0.0
@paulpogba brilliant today bro #MUFC absolutely world class,positive,0.55
Funny how all united fans who were saying JoseOut now are saying support the manager. Another poor game and we will… ,neutral,-0.18333333333333335
"Football bloody football!! That was stressful, we were so poor in the first half, but there were spells in the 2nd… ",negative,-0.32916666666666666
"“it is not about me, it is about the football club they love and the football club we represent with honour and dig… ",positive,0.5
"Diogo next time you start as RB instead of Ashley Young

Will you?

PLEASE🙏🙏🙏

#MUFC #GGMU #mourinho #mulive #MUTV… ",neutral,0.05
Our reporter @billrice23 with his thoughts on #MUFC coming back to win and Jose Mourinho ,positive,0.4
So how do we keep it up? #MUFC players should never forget this game.their brains should B carved with fans screams… ,neutral,0.0
The last time Manchester United won a home match in the Premier League after trailing by at least two goals was whe… ,neutral,-0.15
'I was laughing' - Rio Ferdinand snaps back at Jose Mourinho after he claims he is a victim at Manchester United… ,neutral,-0.037500000000000006
"Mourinho: “As I used to say nobody is important, only the club. It is not about me or the players. It is about the… ",neutral,0.2
"Hopefully we can now kick on and start turning up consistently!
Photo Credits: @COPA90US
. 
. 
. 
#MUNNEW #MUFC #PL… ",positive,0.3125
"By the way Manchester United, Valencia is not in d match squad after liking a post criticising mou......is just me… ",neutral,0.0
Lukaku: “Jose Mourinho seemed quite positive after the game but didn’t say too much. You don’t always need to point… ,neutral,0.009090909090909085
"All these ex United players honestly think the world owes them something, get over it, nobody owes that club shit,… ",positive,0.6
"Rio needs to be a coach in and around those players. 
That would boost them ridiculously. #mufc ",negative,-0.3333333333333333
"Meanwhile, Manchester United's comeback win has casted a huge shadow on a certain European Spanish giant's loss tod… ",positive,0.23571428571428574
We are only 6 points off the top spot. That's only 2 games. One will lose tomorrlw. COME ON UNITED. Nobody (Only… ,neutral,0.16666666666666666
"Half time : Mourinho out. 
Full time : What an amazing manger , I hope he signs a new contract. #MUFC",positive,0.22992424242424245
Earn 2k monthly #Bookiebashing with #Freebets. SEE My profile LINK NOW for FREE video!! @ukbookiebash #jobs #York… ,positive,0.625
The guy has left Martial and Pogba on and thrown on Sanchez to be on the pitch for an unacceptable defeat so he cou… ,neutral,0.0
Marouane Fellaini reveals what Mourinho told Man Utd players before comeback vs Newcastle #mufc #ManUtd ,neutral,0.0
"@FCBayernEN went behind and lost without scoring one goal. 
@realmadrid went behind and lost without scoring one go… ",negative,-0.4
What a comeback! Nice to get a win and and comeback from two goals down #MUFC,positive,0.41481481481481475
"United left it late but nicked all three points against Newcastle in a mental game, will the win ease the pressure… ",neutral,0.0
"wow support song for all who is   sick 

#cancer  #kenzamorsli #love #support #cukur… ",neutral,-0.038095238095238106
And the rest was history... 3-2 !!!!!#mufc ,neutral,0.0
The best way to win a game... the atmosphere was on fire tonight and limbs everywhere for that winning goal. 🔴🔥 #MUFC,positive,0.475
"Forever united🔴🔴
#MUFC 
In hard times we keep our head up and show them we're the red soldiers 
Next six matches ar… ",neutral,-0.09722222222222222
"Looking back on that game, we pulled it out last minute but it will be forgotten  that Matic, Rashford &amp; Smelling s… ",neutral,-0.13333333333333333
"All eyes were totally on @ManUtd today &amp; nobody noticed that Real Madrid &amp; Bayern lost 1:0 &amp; 3:0 respectively, Man… ",neutral,0.06666666666666667
@AndyHearn09 @Shaunmeatballs #MUFC deserve better that the special one. Aged 54 he should be at his peak.,positive,0.25238095238095243
Say what you like about all our troubles! I’m absolutely buzzing tonight #MUFC,neutral,0.2
Well done #Mufc,neutral,0.0
Bayern Munich are now winless in four matches after a heavy defeat at home to Borussia Monchengladbach #mufc,neutral,-0.2
"Wanted this win so much so that Manchester United haters would shut their mouths. 
#MUFC #GGMU #MUNNEW",positive,0.5
"Still looking for a change, looking to Zidane #mufc ",neutral,0.0
"@juanmata8 was brilliant today. The hunger and desire to keep the intensity, all this stuff you don't see on the te… ",positive,0.9
"Did the cross that assisted Sanchez's winner grant Youngy redemption?...Judges?...

Yes, but only just 👍

Great exa… ",positive,0.26666666666666666
#MUFC  #Luxury all the way!,neutral,0.0
"Yes, obviously the board is a shit show but its like blaming the fucking iceberg for there not being enough life jackets. #MUFC",neutral,-0.2
"@philmcnulty Mate I'm with @StanCollymore on this one, he's a disaster for #mufc and this changes nowt.",neutral,0.0
That 3-2 comeback was much much needed today. Perfect timing. Get in lads 🔴🔴🔴 #MUFC ,positive,0.6
Pure fight from the players today. Thats all i wanted #MUNNEW #mufc,positive,0.21428571428571427
"Who will be sacked first?
#MUFC #MUNNEW #RMLiga #Mourinho #RealMadridAlaves #RealMadrid",positive,0.25
A genuine reason to slate woodward should be his managerial appointments #mufc #plfanzone,positive,0.4
Mourinhos post match makes me think he knows something we don't. Id be devestated if he lost his job now. #MUFC,neutral,0.0
"We can talk about the impact that Pogba had in that game and no doubt this was a brilliant performance, but Mata ma… ",positive,0.25
The potential is there. How to unlock it ? #MUFC,neutral,0.0
dreaming now... because Jose is going nowhere. #mufc ,neutral,0.0
"74,519
Man United v Newcastle 
Old Trafford #mufc #nufc 
6/10/18",neutral,0.1
Thank you @juanmata8 for showing some passion for the club. Hopefully the rest of the squad can learn from you #MUFC🔴,neutral,0.0
State of this  “journalist” 🤡 #MUFC ,neutral,0.0
Can us #MUFC fans get behind Jose? We have critisized this man for too long. He proved himself today. City fans ido… ,negative,-0.225
This Jose will still be sacked when we lose back to back against Chelsea and juve. But at least we can watch MOTD tonight #mufc,neutral,-0.09999999999999999
"@btsportfootball He looked more dejected being a LFC supporter ,by Mufc win ,it was more of a reaction then footbal… ",positive,0.6
Now that's vintage Manchester United stuff #MUFC,neutral,0.0
"-Rotate the wings among Sanchez, Martial and Rashford.
-McTominay out for Lingard (when fit) or Fred
-Dalot at RB.… ",neutral,0.2
"The fucking Mourinho apologists are like a fucking cult. There was no sudden stroke of genius today, some players w… ",negative,-0.39999999999999997
"Who won today are the players in #MUFC and not the shitty coach who was shouting after the second goal ""fuck off"".… ",neutral,-0.2
"Fancams in the bag....

Talk to me, Reds? That changed anyone's mind on the gaffer? #MatchdayMac #MUFC #MUNNEW ",neutral,0.0
Spirited 2nd half. That was nerve wracking! #MUNNEW #MUFC ,neutral,0.09722222222222222
@ManUtd @Alexis_Sanchez One of the best comebacks in this season. The players had played very well in the second ha… ,positive,0.39999999999999997
"Haters gonna hate, potatoes gonna potate. Aaaaattt #MUFC for Life. Wat-a-comeback!! 😂🤘🙏
#MUNNEW",negative,-1.0
Jose Mourinho now has the best win % of any manager in Manchester United's history (60.3%). Followed by Sir Alex Fe… ,positive,0.9
@ManUtd @AnthonyMartial Fantastic technique on the lead up to the goal Anthony! Fabulous goal Anthony Martial ! Oh… ,positive,0.3
@thesamjr Let's wait and see who get crushed.. #MUFC #ManUtd #MourinhoIn,neutral,-0.1
Well deserved 👏🏻👏🏻👏🏻 #MUFC ,neutral,0.0
No one is pretending Manchester United's problems are now solved. They're quite obviously not. But if you can't enj… ,neutral,0.0
Great comeback but why not play so attacking from the beginning? Why wait till we are 2-0 down? Never a need for 2… ,positive,0.32222222222222224
"Yes we always believed in you jose, united players, haters they booed us everywhere, we want that second half forwa… ",neutral,-0.08333333333333333
Are you with Mourinho because of 20 mins and forget all the previous??? #MUFC,neutral,-0.16666666666666666
@BBCSport Narcissism at its best!!! #mufc,positive,1.0
#MUFC. It's only in dictionary where word success comes before the word works. ,neutral,0.15
Y'all @ManUtd that was fu#$&amp;ng orgasmic #MUFC,neutral,0.0
Paul Pogba named @ManUtd Man of the Match! #MUFC,neutral,0.0
#MUFC that is our best team,positive,1.0
@LukeShaw23 @ManUtd #MUFC  it was all that we wanted  ...forever we remain united,neutral,0.0
"There is difference between supporting the club, seeing the future and facing reality, we are going to lose everything with #Mourinho. #MUFC",neutral,0.125
"Mourinho talking nonsense with all this 'man hunt' talk. When you are managing Manchester United, then you should exp… ",neutral,0.0
"I can’t even work out who’s cheering for who in this Mourinho vs Woodward showdown any more. 

Is it possible that… ",positive,0.25
Mourinho: “They gave me contract until July 2020. I have a contract to 2020. I didn’t point a pistol at them. They… ,neutral,0.0
"@mufc_anna We could've easily won 5 2..if rashford would've scored 2 and the smalling chance..
Encouraging second h… ",positive,0.21666666666666667
"🗣 ""It was not the substitutions. It's the mentality, the desire, the commitment. I used to say, nobody is important… ",neutral,0.0
Nothing  #JoseOut  #mufc ,neutral,0.0
"That #MUFC game was fun as hell
#ManUnited",neutral,-0.05000000000000002
"The future doesn’t look bright for Eric Bailly, not sure what happened- he was so good for his first year #Mufc",positive,0.27999999999999997
What a comeback! Just managed to catch my breathe. Needed a kick up the arse after that terrible first half! Let’s… ,negative,-0.3194444444444444
"#mufc onwards and upwards, the team were #UNITED and #OldTrafford was behind their team all the way till the very e… ",neutral,-0.1
What a comeback👏👏👏 Let’s do it again next week against Chelsea #MUFC,neutral,0.0
That could be a defining match for Mourinho. Went from being on the brink to showing the team are still playing for… ,neutral,0.0
#MUFC   ... nothing new for some of us! ,neutral,0.17045454545454544
Mourinho on Manchester United fans singing his name: “I’m amazed by that response. I don’t want that. If I could te… ,neutral,0.0
"How many #MUFC had tweeted #MourinhoOut or Mourinho has got to go at 2-0 down... 🤔👀🧐 Now he's back to been ""The Spe… ",neutral,0.11481481481481481
"Jenas is right, always buzzing with a win like that but #MUFC were a shambles in first half. #nufc are also a team… ",positive,0.2922619047619048
"Authentic Gucci Green/Red/Green Interlocking G Buckle Belt (Size 40)

#WatchOnDAZN… ",positive,0.5
"It's a shame we only ever see it when we're 2-0 down. Palace, City, today...

Let's try from 0-0 eh, lads? 😂

#MatchdayMac #MUFC #MUNNEW",neutral,-0.07777777777777779
LIVE on #Periscope: #Heartgang Will Follow All B#SpreadLuv Plz Share &amp; Like #Banksy #NationalTacoDay #MUFC #ToL… ,neutral,0.13636363636363635
United win and a performance in the second half that showed a lot of heart !! Now just let McGregor smash Khabib an… ,neutral,0.17986111111111114
#MUFC we are the comeback kings,neutral,0.0
"Meanwhile, other heavyweights such as Real Madrid and Bayern München are struggling with no wins in 4 games. Madrid… ",neutral,-0.018749999999999996
I just love @NemanjaMatic and @Fellaini and @Alexis_Sanchez they really work for the team and for the club and for… ,positive,0.35
Cant understand #mufc fans who endlessly blame Ed W not buying a CB. Boateng has said he was never coming. LCFC nev… ,neutral,-0.125
Amazing the football United are capable of with the shackles off. Pity it took being 2-0 down to an abysmal newcast… ,neutral,0.13611111111111113
@BBCSport And HE breeds the negativity and ALLOWS it to fester look at what happened at Chelsea throwing players un… ,neutral,0.0
@jesse_fuchs NEVER!! #MUFC ,neutral,0.0
MAN OF THE MATCH...BEST PLAYER AT #MUFC...YOU CAN'T REPLACE HIM PERIOD @paulpogba ,neutral,0.0
"@CFCKhayaam @btsportfootball @DesKellyBTS Well you reckon MU will lose to chelsea ,nope. It will be a draw or united… ",neutral,0.0
"It's a simple game, get it wide and cross it in, generally works!! #mufc",neutral,-0.084375
I also appreciate what people have been saying about Lukaku’s touch having now seen him live. It’s pretty abysmal i… ,neutral,0.19318181818181818
What a game 🤯🤯🤯#mufc ,negative,-0.4
"Manchester United...I Love You🔝🔴🔴🔴🔴🔴🔴
#MUFC",positive,0.5
"THAT is how much that goal meant.
Fighting spirit was back in the second half.

#mufc #manchester #united… ",neutral,0.008333333333333338
"It wasn't perfect but it was United, and this is what it feels like! 

#MUFC #MUNNEW ",positive,1.0
"Newcastle wear the black and white strest in peacees, isiliye Alexis ne piano samajh ke baja diya. #MUFC",neutral,-0.08333333333333333
@ManUtd Totally loved #MUNNEW. One of the best games this season &amp; a great comeback by @ManUtd . Also gotta credit… ,positive,0.8333333333333334
"What a rollercoaster day, insanity🔴 #mufc ",neutral,0.0
"Mourinho on fans singing his name: ""I’m amazed by that. I don’t want that. If I could tell them please don’t do it,… ",neutral,0.0
"It translates to; 
'Go f*** yourself you son of a b****.' 
Madness if that's towards Woodward 👀 #mufc ",neutral,0.0
But honestly Lukaku is SHIIIT..#MUFC #MUNNEW #GGMU,positive,0.6
Tell me what were you thinking 💭 #MUFC,neutral,0.0
It’s been too long 🙌🏼🙌🏼 #MUFC ,neutral,-0.05
"Not a #Mourinho fan but you have the give the man credits for his winning subs. Glad my man #AlexisSanchez scored,… ",positive,0.5
"Lukaku: ""E sweet me say we pressure dem. Last last we knack dem as we ball dem fire for second half. I gree say we… ",neutral,0.03666666666666667
United with Mourinho!! Super match and great comeback prediction @FatimaIsrar #mufc ,positive,0.5666666666666667
I have 10+ reasons why Jose should stay and why some members of the board should be sacked. #MUFC,neutral,0.0
"Playing Mata in free role, Sanchez on the right and Maryial on the left or even any decent right winger can cause p… ",positive,0.2276190476190476
These are the worst players in the history of #MUFC to wear the shirt in the #MUFCNEW match @carras16 @juanmata8… ,negative,-1.0
Oops #MUFC ,neutral,0.0
Ashley Young and Scott Mc Tomminay should never play for United again two of the worse performances I’ve seen. Woul… ,neutral,-0.15000000000000002
"And there is the Pulitzer winning piece of journalism we all crave for

#MUFC #MUNNEW ",positive,0.5
José Mourinho says he is a hunted man but he can handle it. Says there’s too much wickedness in the game he loves t… ,neutral,-0.1
Breaking news: We #MUFC fans still want #MourinhoOut,neutral,0.0
"The board understand the financial consequences of sacking mourinho ,he will inevitably cost us approximately 26£m… ",neutral,-0.13333333333333333
"Tell really which gang is you reppin? 
#martialfc #mufc ",neutral,0.2
"Having said that, the team reacted and reacted well. The question is can Mourinho and the boys keep that final 20 m… ",neutral,0.0
The Match Winner 🔥 @Alexis_Sanchez #mufc ,neutral,0.0
Lukaku: “Jose Mourinho seemed quite positive after the game but didn’t say too much. You don’t always need to point… ,neutral,0.009090909090909085
"Mourinho: ""only the club is important""
then uses ""I"" and ""me"" + talking about being the victim of ""a man-hunt"" a lo… ",neutral,0.10833333333333334
Absolutely delighted for Jose and #mufc the last thing I want is that they ever become contenders again. Waste more… ,neutral,0.16666666666666666
Sobering down from that victory... I celebrated like we won the league but we just beat #Newcastle who are bottom o… ,neutral,0.0972222222222222
"Manchester United Vs Newcastle,
Post Match Review. Make sure to give ""All Things United"" a follow.#MUFC

",positive,0.5
Congrats @paulpogba!! @ManUtd #MUFC #MUNNEW ,neutral,0.0
@jackdre02 Thank you for becoming a prophet on #MUFC's behalf. Pls do more 👏,positive,0.475
Pogba is just amazing... I will never understand why people hate him so much #MUNNEW #MUFC,neutral,1.850371707708594e-17
It was a great comeback #mufc,positive,0.8
VIDEO - Manchester United 3-2 Newcastle - Jose Mourinho Full Post Match Press Conference - Premier League… ,positive,0.35
"@MUFCScoop Perfect, that’s my man JM...#Mufc",positive,1.0
"So many opinions, some of em with so little facts backing em. #Perspective  #MUFC ",neutral,0.15625
"Bbo Tipster Acca posted Sunday 13:30
#football #PremierLeague #Championship
#ChampionsLeague #LaLiga #AVFC
#MUFC… ",neutral,0.0
That game has wrecked me emotionally. 2-0 down and absolutely fucking fuming on the concourse at half time... fast… ,negative,-0.2644444444444444
"Mourinho said the board told him not to read today's papers #mufc #MUNNEW 
",neutral,0.0
Highlights: Manchester United 3-2 Newcastle  #MUFC #PLDK #ægtefans,neutral,0.0
"Yesssssssssssssss @ManUtd 
Let's forget about the negativity now and play our football.. What an exhilarating secon… ",positive,0.7
"My Man Of The Match goes to Paul Pogba. 👍 
#MUFC #MUNNEW",neutral,0.0
@piersmorgan I see you've copied my profile picture. Not a bad effort - if you're trying to pass yourself off as a… ,positive,0.3499999999999999
